ppm,hz,total_with_exchange,total_carbon_bound,EGDA O-CH2,exchangeable pool (H2O/OH/COOH)
4.58888,367.88,2.615085,0.005512,0.005424,2.609573
4.58928,367.91,2.610174,0.005495,0.005407,2.604679
4.58968,367.95,2.605275,0.005478,0.005390,2.599798
4.59008,367.98,2.600389,0.005461,0.005373,2.594928
4.59048,368.01,2.595514,0.005444,0.005357,2.590070
4.59088,368.04,2.590652,0.005427,0.005340,2.585225
4.59128,368.07,2.585802,0.005411,0.005323,2.580391
4.59168,368.11,2.580964,0.005394,0.005307,2.575570
4.59208,368.14,2.576138,0.005378,0.005290,2.570760
4.59248,368.17,2.571324,0.005361,0.005274,2.565962
4.59288,368.20,2.566521,0.005345,0.005258,2.561177
4.59328,368.23,2.561731,0.005329,0.005241,2.556403
4.59368,368.27,2.556953,0.005312,0.005225,2.551640
4.59408,368.30,2.552186,0.005296,0.005209,2.546890
4.59448,368.33,2.547432,0.005280,0.005193,2.542151
4.59488,368.36,2.542689,0.005264,0.005177,2.537424
4.59528,368.39,2.537957,0.005248,0.005161,2.532709
4.59568,368.43,2.533238,0.005232,0.005145,2.528006
4.59608,368.46,2.528530,0.005217,0.005130,2.523314
4.59648,368.49,2.523834,0.005201,0.005114,2.518633
4.59688,368.52,2.519150,0.005185,0.005098,2.513964
4.59728,368.55,2.514477,0.005170,0.005083,2.509307
4.59768,368.59,2.509816,0.005154,0.005067,2.504661
4.59808,368.62,2.505166,0.005139,0.005052,2.500027
4.59848,368.65,2.500528,0.005124,0.005037,2.495404
4.59888,368.68,2.495901,0.005108,0.005021,2.490792
4.59928,368.71,2.491285,0.005093,0.005006,2.486192
4.59968,368.75,2.486681,0.005078,0.004991,2.481603
4.60008,368.78,2.482089,0.005063,0.004976,2.477026
4.60048,368.81,2.477508,0.005048,0.004961,2.472460
4.60088,368.84,2.472938,0.005033,0.004946,2.467905
4.60128,368.88,2.468379,0.005018,0.004931,2.463361
4.60168,368.91,2.463831,0.005003,0.004917,2.458828
4.60208,368.94,2.459295,0.004989,0.004902,2.454307
4.60248,368.97,2.454770,0.004974,0.004887,2.449796
4.60288,369.00,2.450256,0.004959,0.004873,2.445297
4.60328,369.04,2.445753,0.004945,0.004858,2.440809
4.60368,369.07,2.441262,0.004930,0.004844,2.436331
4.60408,369.10,2.436781,0.004916,0.004830,2.431865
4.60448,369.13,2.432311,0.004902,0.004815,2.427410
4.60488,369.16,2.427853,0.004887,0.004801,2.422965
4.60528,369.20,2.423405,0.004873,0.004787,2.418532
4.60568,369.23,2.418968,0.004859,0.004773,2.414109
4.60608,369.26,2.414542,0.004845,0.004759,2.409697
4.60648,369.29,2.410127,0.004831,0.004745,2.405296
4.60688,369.32,2.405723,0.004817,0.004731,2.400906
4.60728,369.36,2.401330,0.004803,0.004717,2.396527
4.60768,369.39,2.396947,0.004789,0.004703,2.392158
4.60808,369.42,2.392576,0.004775,0.004689,2.387800
4.60848,369.45,2.388214,0.004762,0.004676,2.383453
4.60888,369.48,2.383864,0.004748,0.004662,2.379116
4.60928,369.52,2.379524,0.004734,0.004648,2.374790
4.60968,369.55,2.375195,0.004721,0.004635,2.370474
4.61008,369.58,2.370877,0.004707,0.004621,2.366169
4.61048,369.61,2.366569,0.004694,0.004608,2.361875
4.61088,369.64,2.362271,0.004681,0.004595,2.357591
4.61128,369.68,2.357984,0.004667,0.004581,2.353317
4.61168,369.71,2.353708,0.004654,0.004568,2.349054
4.61208,369.74,2.349442,0.004641,0.004555,2.344801
4.61248,369.77,2.345186,0.004628,0.004542,2.340559
4.61288,369.81,2.340941,0.004615,0.004529,2.336326
4.61328,369.84,2.336706,0.004602,0.004516,2.332105
4.61368,369.87,2.332482,0.004589,0.004503,2.327893
4.61408,369.90,2.328268,0.004576,0.004490,2.323692
4.61448,369.93,2.324064,0.004563,0.004477,2.319501
4.61488,369.97,2.319870,0.004550,0.004464,2.315320
4.61528,370.00,2.315687,0.004537,0.004452,2.311149
4.61568,370.03,2.311513,0.004525,0.004439,2.306989
4.61608,370.06,2.307350,0.004512,0.004426,2.302838
4.61648,370.09,2.303197,0.004499,0.004414,2.298698
4.61688,370.13,2.299055,0.004487,0.004401,2.294568
4.61728,370.16,2.294922,0.004474,0.004389,2.290447
4.61768,370.19,2.290799,0.004462,0.004376,2.286337
4.61808,370.22,2.286686,0.004450,0.004364,2.282237
4.61848,370.25,2.282584,0.004437,0.004352,2.278146
4.61888,370.29,2.278491,0.004425,0.004340,2.274066
4.61928,370.32,2.274408,0.004413,0.004327,2.269995
4.61968,370.35,2.270335,0.004401,0.004315,2.265934
4.62008,370.38,2.266272,0.004389,0.004303,2.261883
4.62048,370.41,2.262219,0.004376,0.004291,2.257842
4.62088,370.45,2.258175,0.004364,0.004279,2.253811
4.62128,370.48,2.254142,0.004353,0.004267,2.249789
4.62168,370.51,2.250118,0.004341,0.004255,2.245777
4.62208,370.54,2.246104,0.004329,0.004243,2.241775
4.62248,370.57,2.242099,0.004317,0.004232,2.237783
4.62288,370.61,2.238105,0.004305,0.004220,2.233800
4.62328,370.64,2.234120,0.004293,0.004208,2.229826
4.62368,370.67,2.230144,0.004282,0.004197,2.225863
4.62408,370.70,2.226179,0.004270,0.004185,2.221908
4.62448,370.74,2.222222,0.004259,0.004173,2.217964
4.62488,370.77,2.218276,0.004247,0.004162,2.214029
4.62528,370.80,2.214338,0.004236,0.004151,2.210103
4.62568,370.83,2.210411,0.004224,0.004139,2.206187
4.62608,370.86,2.206493,0.004213,0.004128,2.202280
4.62648,370.90,2.202584,0.004201,0.004116,2.198382
4.62688,370.93,2.198684,0.004190,0.004105,2.194494
4.62728,370.96,2.194795,0.004179,0.004094,2.190616
4.62768,370.99,2.190914,0.004168,0.004083,2.186746
4.62808,371.02,2.187043,0.004157,0.004072,2.182886
4.62848,371.06,2.183181,0.004145,0.004061,2.179035
4.62888,371.09,2.179328,0.004134,0.004050,2.175194
4.62928,371.12,2.175485,0.004123,0.004039,2.171361
4.62968,371.15,2.171651,0.004112,0.004028,2.167538
4.63008,371.18,2.167826,0.004101,0.004017,2.163724
4.63048,371.22,2.164010,0.004091,0.004006,2.159919
4.63088,371.25,2.160203,0.004080,0.003995,2.156123
4.63128,371.28,2.156406,0.004069,0.003984,2.152337
4.63168,371.31,2.152617,0.004058,0.003974,2.148559
4.63208,371.34,2.148838,0.004047,0.003963,2.144790
4.63248,371.38,2.145068,0.004037,0.003952,2.141031
4.63288,371.41,2.141306,0.004026,0.003942,2.137280
4.63328,371.44,2.137554,0.004016,0.003931,2.133538
4.63368,371.47,2.133811,0.004005,0.003921,2.129806
4.63408,371.50,2.130076,0.003995,0.003910,2.126082
4.63448,371.54,2.126351,0.003984,0.003900,2.122367
4.63488,371.57,2.122634,0.003974,0.003889,2.118661
4.63528,371.60,2.118927,0.003963,0.003879,2.114964
4.63568,371.63,2.115228,0.003953,0.003869,2.111275
4.63608,371.67,2.111538,0.003943,0.003858,2.107595
4.63648,371.70,2.107857,0.003932,0.003848,2.103924
4.63688,371.73,2.104184,0.003922,0.003838,2.100262
4.63728,371.76,2.100521,0.003912,0.003828,2.096609
4.63768,371.79,2.096866,0.003902,0.003818,2.092964
4.63808,371.83,2.093220,0.003892,0.003808,2.089328
4.63848,371.86,2.089582,0.003882,0.003798,2.085700
4.63888,371.89,2.085953,0.003872,0.003788,2.082081
4.63928,371.92,2.082333,0.003862,0.003778,2.078471
4.63968,371.95,2.078721,0.003852,0.003768,2.074869
4.64008,371.99,2.075118,0.003842,0.003758,2.071276
4.64048,372.02,2.071524,0.003832,0.003748,2.067692
4.64088,372.05,2.067938,0.003822,0.003738,2.064115
4.64128,372.08,2.064360,0.003813,0.003729,2.060548
4.64168,372.11,2.060791,0.003803,0.003719,2.056988
4.64208,372.15,2.057231,0.003793,0.003709,2.053438
4.64248,372.18,2.053678,0.003783,0.003700,2.049895
4.64288,372.21,2.050135,0.003774,0.003690,2.046361
4.64328,372.24,2.046599,0.003764,0.003680,2.042835
4.64368,372.27,2.043072,0.003755,0.003671,2.039318
4.64408,372.31,2.039554,0.003745,0.003661,2.035809
4.64448,372.34,2.036044,0.003736,0.003652,2.032308
4.64488,372.37,2.032542,0.003726,0.003643,2.028815
4.64528,372.40,2.029048,0.003717,0.003633,2.025331
4.64568,372.43,2.025562,0.003707,0.003624,2.021855
4.64608,372.47,2.022085,0.003698,0.003615,2.018387
4.64648,372.50,2.018616,0.003689,0.003605,2.014927
4.64688,372.53,2.015155,0.003680,0.003596,2.011476
4.64728,372.56,2.011702,0.003670,0.003587,2.008032
4.64768,372.60,2.008258,0.003661,0.003578,2.004597
4.64808,372.63,2.004821,0.003652,0.003569,2.001169
4.64848,372.66,2.001393,0.003643,0.003559,1.997750
4.64888,372.69,1.997973,0.003634,0.003550,1.994339
4.64928,372.72,1.994560,0.003625,0.003541,1.990935
4.64968,372.76,1.991156,0.003616,0.003532,1.987540
4.65008,372.79,1.987760,0.003607,0.003523,1.984153
4.65048,372.82,1.984371,0.003598,0.003514,1.980774
4.65088,372.85,1.980991,0.003589,0.003506,1.977402
4.65128,372.88,1.977619,0.003580,0.003497,1.974039
4.65168,372.92,1.974254,0.003571,0.003488,1.970683
4.65208,372.95,1.970897,0.003562,0.003479,1.967335
4.65248,372.98,1.967549,0.003554,0.003470,1.963995
4.65288,373.01,1.964208,0.003545,0.003462,1.960663
4.65328,373.04,1.960875,0.003536,0.003453,1.957338
4.65368,373.08,1.957549,0.003527,0.003444,1.954022
4.65408,373.11,1.954232,0.003519,0.003436,1.950713
4.65448,373.14,1.950922,0.003510,0.003427,1.947412
4.65488,373.17,1.947620,0.003502,0.003419,1.944118
4.65528,373.20,1.944325,0.003493,0.003410,1.940832
4.65568,373.24,1.941039,0.003485,0.003402,1.937554
4.65608,373.27,1.937760,0.003476,0.003393,1.934284
4.65648,373.30,1.934488,0.003468,0.003385,1.931021
4.65688,373.33,1.931225,0.003459,0.003376,1.927766
4.65728,373.36,1.927969,0.003451,0.003368,1.924518
4.65768,373.40,1.924720,0.003442,0.003360,1.921278
4.65808,373.43,1.921479,0.003434,0.003351,1.918045
4.65848,373.46,1.918246,0.003426,0.003343,1.914820
4.65888,373.49,1.915020,0.003417,0.003335,1.911602
4.65928,373.52,1.911801,0.003409,0.003326,1.908392
4.65968,373.56,1.908590,0.003401,0.003318,1.905189
4.66008,373.59,1.905387,0.003393,0.003310,1.901994
4.66048,373.62,1.902191,0.003385,0.003302,1.898806
4.66088,373.65,1.899002,0.003377,0.003294,1.895626
4.66128,373.69,1.895821,0.003368,0.003286,1.892452
4.66168,373.72,1.892647,0.003360,0.003278,1.889287
4.66208,373.75,1.889480,0.003352,0.003270,1.886128
4.66248,373.78,1.886321,0.003344,0.003262,1.882977
4.66288,373.81,1.883169,0.003336,0.003254,1.879833
4.66328,373.85,1.880025,0.003328,0.003246,1.876696
4.66368,373.88,1.876887,0.003321,0.003238,1.873567
4.66408,373.91,1.873757,0.003313,0.003230,1.870445
4.66448,373.94,1.870635,0.003305,0.003222,1.867330
4.66488,373.97,1.867519,0.003297,0.003215,1.864222
4.66528,374.01,1.864410,0.003289,0.003207,1.861121
4.66568,374.04,1.861309,0.003281,0.003199,1.858028
4.66608,374.07,1.858215,0.003274,0.003191,1.854941
4.66648,374.10,1.855128,0.003266,0.003184,1.851862
4.66688,374.13,1.852048,0.003258,0.003176,1.848790
4.66728,374.17,1.848975,0.003251,0.003168,1.845725
4.66768,374.20,1.845910,0.003243,0.003161,1.842667
4.66808,374.23,1.842851,0.003235,0.003153,1.839616
4.66848,374.26,1.839799,0.003228,0.003146,1.836572
4.66888,374.29,1.836755,0.003220,0.003138,1.833534
4.66928,374.33,1.833717,0.003213,0.003131,1.830504
4.66968,374.36,1.830686,0.003205,0.003123,1.827481
4.67008,374.39,1.827663,0.003198,0.003116,1.824465
4.67048,374.42,1.824646,0.003190,0.003108,1.821456
4.67088,374.45,1.821636,0.003183,0.003101,1.818453
4.67128,374.49,1.818633,0.003175,0.003093,1.815458
4.67168,374.52,1.815637,0.003168,0.003086,1.812469
4.67208,374.55,1.812648,0.003161,0.003079,1.809487
4.67248,374.58,1.809665,0.003153,0.003072,1.806512
4.67288,374.62,1.806690,0.003146,0.003064,1.803544
4.67328,374.65,1.803721,0.003139,0.003057,1.800582
4.67368,374.68,1.800759,0.003132,0.003050,1.797627
4.67408,374.71,1.797804,0.003124,0.003043,1.794679
4.67448,374.74,1.794855,0.003117,0.003035,1.791738
4.67488,374.78,1.791913,0.003110,0.003028,1.788803
4.67528,374.81,1.788978,0.003103,0.003021,1.785875
4.67568,374.84,1.786050,0.003096,0.003014,1.782954
4.67608,374.87,1.783128,0.003089,0.003007,1.780040
4.67648,374.90,1.780213,0.003082,0.003000,1.777132
4.67688,374.94,1.777305,0.003075,0.002993,1.774230
4.67728,374.97,1.774403,0.003068,0.002986,1.771335
4.67768,375.00,1.771508,0.003061,0.002979,1.768447
4.67808,375.03,1.768619,0.003054,0.002972,1.765566
4.67848,375.06,1.765737,0.003047,0.002965,1.762690
4.67888,375.10,1.762862,0.003040,0.002958,1.759822
4.67928,375.13,1.759993,0.003033,0.002951,1.756960
4.67968,375.16,1.757130,0.003026,0.002945,1.754104
4.68008,375.19,1.754274,0.003019,0.002938,1.751255
4.68048,375.22,1.751425,0.003012,0.002931,1.748412
4.68088,375.26,1.748582,0.003006,0.002924,1.745576
4.68128,375.29,1.745745,0.002999,0.002918,1.742746
4.68168,375.32,1.742915,0.002992,0.002911,1.739923
4.68208,375.35,1.740091,0.002985,0.002904,1.737105
4.68248,375.38,1.737273,0.002979,0.002897,1.734295
4.68288,375.42,1.734462,0.002972,0.002891,1.731490
4.68328,375.45,1.731658,0.002965,0.002884,1.728692
4.68368,375.48,1.728859,0.002959,0.002878,1.725900
4.68408,375.51,1.726067,0.002952,0.002871,1.723115
4.68448,375.55,1.723281,0.002945,0.002864,1.720336
4.68488,375.58,1.720502,0.002939,0.002858,1.717563
4.68528,375.61,1.717728,0.002932,0.002851,1.714796
4.68568,375.64,1.714961,0.002926,0.002845,1.712036
4.68608,375.67,1.712201,0.002919,0.002838,1.709281
4.68648,375.71,1.709446,0.002913,0.002832,1.706533
4.68688,375.74,1.706698,0.002906,0.002825,1.703791
4.68728,375.77,1.703955,0.002900,0.002819,1.701055
4.68768,375.80,1.701219,0.002894,0.002813,1.698326
4.68808,375.83,1.698489,0.002887,0.002806,1.695602
4.68848,375.87,1.695766,0.002881,0.002800,1.692885
4.68888,375.90,1.693048,0.002874,0.002794,1.690173
4.68928,375.93,1.690336,0.002868,0.002787,1.687468
4.68968,375.96,1.687631,0.002862,0.002781,1.684769
4.69008,375.99,1.684931,0.002856,0.002775,1.682076
4.69048,376.03,1.682238,0.002849,0.002769,1.679388
4.69088,376.06,1.679550,0.002843,0.002762,1.676707
4.69128,376.09,1.676869,0.002837,0.002756,1.674032
4.69168,376.12,1.674194,0.002831,0.002750,1.671363
4.69208,376.15,1.671524,0.002824,0.002744,1.668700
4.69248,376.19,1.668861,0.002818,0.002738,1.666042
4.69288,376.22,1.666203,0.002812,0.002732,1.663391
4.69328,376.25,1.663551,0.002806,0.002725,1.660745
4.69368,376.28,1.660906,0.002800,0.002719,1.658106
4.69408,376.31,1.658266,0.002794,0.002713,1.655472
4.69448,376.35,1.655632,0.002788,0.002707,1.652844
4.69488,376.38,1.653004,0.002782,0.002701,1.650222
4.69528,376.41,1.650382,0.002776,0.002695,1.647606
4.69568,376.44,1.647765,0.002770,0.002689,1.644995
4.69608,376.48,1.645155,0.002764,0.002683,1.642391
4.69648,376.51,1.642550,0.002758,0.002677,1.639792
4.69688,376.54,1.639951,0.002752,0.002672,1.637199
4.69728,376.57,1.637357,0.002746,0.002666,1.634612
4.69768,376.60,1.634770,0.002740,0.002660,1.632030
4.69808,376.64,1.632188,0.002734,0.002654,1.629454
4.69848,376.67,1.629612,0.002728,0.002648,1.626884
4.69888,376.70,1.627042,0.002722,0.002642,1.624319
4.69928,376.73,1.624477,0.002717,0.002636,1.621760
4.69968,376.76,1.621918,0.002711,0.002631,1.619207
