ppm,hz,total_with_exchange,total_carbon_bound,EGDA O-CH2,exchangeable pool (H2O/OH/COOH),EGMA CH2-OC(O),EGMA CH2-OH,EG O-CH2
4.42767,354.96,7.292097,0.013642,0.010088,7.278455,0.003097,0.000211,0.000148
4.42807,354.99,7.278146,0.013540,0.010002,7.264606,0.003081,0.000211,0.000148
4.42847,355.02,7.264202,0.013439,0.009918,7.250762,0.003065,0.000211,0.000148
4.42887,355.05,7.250263,0.013340,0.009834,7.236923,0.003050,0.000210,0.000148
4.42927,355.09,7.236330,0.013241,0.009752,7.223089,0.003034,0.000210,0.000148
4.42967,355.12,7.222404,0.013144,0.009670,7.209260,0.003019,0.000210,0.000148
4.43007,355.15,7.208484,0.013048,0.009590,7.195436,0.003003,0.000210,0.000148
4.43047,355.18,7.194571,0.012953,0.009510,7.181619,0.002988,0.000209,0.000147
4.43087,355.21,7.180666,0.012859,0.009432,7.167807,0.002973,0.000209,0.000147
4.43127,355.25,7.166768,0.012766,0.009355,7.154002,0.002958,0.000209,0.000147
4.43167,355.28,7.152877,0.012674,0.009278,7.140203,0.002943,0.000209,0.000147
4.43207,355.31,7.138994,0.012583,0.009202,7.126411,0.002928,0.000208,0.000147
4.43247,355.34,7.125119,0.012493,0.009128,7.112625,0.002914,0.000208,0.000147
4.43287,355.37,7.111252,0.012405,0.009054,7.098847,0.002899,0.000208,0.000147
4.43327,355.41,7.097394,0.012317,0.008981,7.085077,0.002885,0.000208,0.000146
4.43367,355.44,7.083544,0.012230,0.008909,7.071314,0.002871,0.000207,0.000146
4.43407,355.47,7.069703,0.012144,0.008838,7.057558,0.002857,0.000207,0.000146
4.43447,355.50,7.055871,0.012060,0.008768,7.043811,0.002842,0.000207,0.000146
4.43487,355.53,7.042048,0.011976,0.008698,7.030072,0.002829,0.000207,0.000146
4.43527,355.57,7.028235,0.011893,0.008629,7.016342,0.002815,0.000206,0.000146
4.43567,355.60,7.014431,0.011811,0.008562,7.002620,0.002801,0.000206,0.000145
4.43607,355.63,7.000637,0.011730,0.008494,6.988907,0.002787,0.000206,0.000145
4.43647,355.66,6.986853,0.011649,0.008428,6.975204,0.002774,0.000206,0.000145
4.43687,355.70,6.973079,0.011570,0.008363,6.961509,0.002760,0.000205,0.000145
4.43727,355.73,6.959316,0.011492,0.008298,6.947824,0.002747,0.000205,0.000145
4.43767,355.76,6.945563,0.011414,0.008234,6.934149,0.002734,0.000205,0.000145
4.43807,355.79,6.931821,0.011337,0.008171,6.920484,0.002721,0.000204,0.000145
4.43847,355.82,6.918090,0.011261,0.008108,6.906829,0.002708,0.000204,0.000144
4.43887,355.86,6.904371,0.011186,0.008046,6.893185,0.002695,0.000204,0.000144
4.43927,355.89,6.890662,0.011112,0.007985,6.879551,0.002682,0.000204,0.000144
4.43967,355.92,6.876965,0.011038,0.007925,6.865927,0.002669,0.000203,0.000144
4.44007,355.95,6.863280,0.010965,0.007865,6.852315,0.002657,0.000203,0.000144
4.44047,355.98,6.849607,0.010893,0.007806,6.838713,0.002644,0.000203,0.000144
4.44087,356.02,6.835945,0.010822,0.007748,6.825123,0.002632,0.000203,0.000144
4.44127,356.05,6.822296,0.010751,0.007690,6.811545,0.002619,0.000203,0.000143
4.44167,356.08,6.808660,0.010681,0.007633,6.797978,0.002607,0.000202,0.000143
4.44207,356.11,6.795036,0.010612,0.007576,6.784423,0.002595,0.000202,0.000143
4.44247,356.14,6.781424,0.010544,0.007520,6.770880,0.002583,0.000202,0.000143
4.44287,356.18,6.767826,0.010476,0.007465,6.757350,0.002571,0.000202,0.000143
4.44327,356.21,6.754241,0.010409,0.007410,6.743831,0.002559,0.000201,0.000143
4.44367,356.24,6.740669,0.010343,0.007356,6.730326,0.002547,0.000201,0.000142
4.44407,356.27,6.727110,0.010277,0.007303,6.716833,0.002535,0.000201,0.000142
4.44447,356.30,6.713565,0.010212,0.007250,6.703353,0.002524,0.000201,0.000142
4.44487,356.34,6.700034,0.010148,0.007198,6.689886,0.002512,0.000200,0.000142
4.44527,356.37,6.686516,0.010084,0.007146,6.676432,0.002500,0.000200,0.000142
4.44567,356.40,6.673013,0.010021,0.007095,6.662992,0.002489,0.000200,0.000142
4.44607,356.43,6.659524,0.009959,0.007044,6.649565,0.002478,0.000200,0.000142
4.44647,356.46,6.646049,0.009897,0.006994,6.636152,0.002466,0.000199,0.000141
4.44687,356.50,6.632589,0.009836,0.006944,6.622753,0.002455,0.000199,0.000141
4.44727,356.53,6.619144,0.009775,0.006895,6.609368,0.002444,0.000199,0.000141
4.44767,356.56,6.605713,0.009715,0.006847,6.595997,0.002433,0.000199,0.000141
4.44807,356.59,6.592297,0.009656,0.006799,6.582641,0.002422,0.000198,0.000141
4.44847,356.63,6.578896,0.009597,0.006751,6.569299,0.002411,0.000198,0.000141
4.44887,356.66,6.565511,0.009539,0.006704,6.555972,0.002401,0.000198,0.000141
4.44927,356.69,6.552141,0.009481,0.006658,6.542660,0.002390,0.000198,0.000140
4.44967,356.72,6.538787,0.009424,0.006612,6.529362,0.002379,0.000197,0.000140
4.45007,356.75,6.525448,0.009368,0.006566,6.516080,0.002369,0.000197,0.000140
4.45047,356.79,6.512125,0.009312,0.006521,6.502813,0.002358,0.000197,0.000140
4.45087,356.82,6.498818,0.009256,0.006476,6.489562,0.002348,0.000197,0.000140
4.45127,356.85,6.485527,0.009201,0.006432,6.476326,0.002338,0.000196,0.000140
4.45167,356.88,6.472253,0.009147,0.006388,6.463106,0.002327,0.000196,0.000140
4.45207,356.91,6.458994,0.009093,0.006345,6.449901,0.002317,0.000196,0.000139
4.45247,356.95,6.445752,0.009040,0.006302,6.436713,0.002307,0.000196,0.000139
4.45287,356.98,6.432527,0.008987,0.006260,6.423540,0.002297,0.000195,0.000139
4.45327,357.01,6.419319,0.008934,0.006218,6.410384,0.002287,0.000195,0.000139
4.45367,357.04,6.406127,0.008882,0.006176,6.397245,0.002277,0.000195,0.000139
4.45407,357.07,6.392952,0.008831,0.006135,6.384121,0.002267,0.000195,0.000139
4.45447,357.11,6.379795,0.008780,0.006094,6.371015,0.002257,0.000195,0.000139
4.45487,357.14,6.366654,0.008729,0.006054,6.357925,0.002248,0.000194,0.000139
4.45527,357.17,6.353531,0.008679,0.006014,6.344852,0.002238,0.000194,0.000138
4.45567,357.20,6.340426,0.008630,0.005974,6.331796,0.002228,0.000194,0.000138
4.45607,357.23,6.327338,0.008581,0.005935,6.318757,0.002219,0.000194,0.000138
4.45647,357.27,6.314268,0.008532,0.005896,6.305736,0.002209,0.000193,0.000138
4.45687,357.30,6.301215,0.008484,0.005858,6.292732,0.002200,0.000193,0.000138
4.45727,357.33,6.288181,0.008436,0.005820,6.279745,0.002191,0.000193,0.000138
4.45767,357.36,6.275164,0.008389,0.005782,6.266776,0.002181,0.000193,0.000138
4.45807,357.39,6.262166,0.008342,0.005745,6.253824,0.002172,0.000192,0.000137
4.45847,357.43,6.249186,0.008295,0.005708,6.240891,0.002163,0.000192,0.000137
4.45887,357.46,6.236224,0.008249,0.005671,6.227975,0.002154,0.000192,0.000137
4.45927,357.49,6.223281,0.008203,0.005635,6.215077,0.002145,0.000192,0.000137
4.45967,357.52,6.210356,0.008158,0.005599,6.202198,0.002136,0.000192,0.000137
4.46007,357.56,6.197450,0.008113,0.005564,6.189337,0.002127,0.000191,0.000137
4.46047,357.59,6.184562,0.008069,0.005528,6.176494,0.002118,0.000191,0.000137
4.46087,357.62,6.171694,0.008025,0.005494,6.163669,0.002109,0.000191,0.000136
4.46127,357.65,6.158844,0.007981,0.005459,6.150863,0.002100,0.000191,0.000136
4.46167,357.68,6.146014,0.007938,0.005425,6.138076,0.002092,0.000190,0.000136
4.46207,357.72,6.133202,0.007895,0.005391,6.125308,0.002083,0.000190,0.000136
4.46247,357.75,6.120410,0.007852,0.005357,6.112558,0.002074,0.000190,0.000136
4.46287,357.78,6.107637,0.007810,0.005324,6.099828,0.002066,0.000190,0.000136
4.46327,357.81,6.094884,0.007768,0.005291,6.087116,0.002057,0.000190,0.000136
4.46367,357.84,6.082150,0.007727,0.005258,6.074423,0.002049,0.000189,0.000135
4.46407,357.88,6.069436,0.007686,0.005226,6.061750,0.002041,0.000189,0.000135
4.46447,357.91,6.056741,0.007645,0.005194,6.049096,0.002032,0.000189,0.000135
4.46487,357.94,6.044066,0.007604,0.005162,6.036462,0.002024,0.000189,0.000135
4.46527,357.97,6.031411,0.007564,0.005131,6.023847,0.002016,0.000188,0.000135
4.46567,358.00,6.018776,0.007524,0.005099,6.011252,0.002008,0.000188,0.000135
4.46607,358.04,6.006161,0.007485,0.005068,5.998676,0.002000,0.000188,0.000135
4.46647,358.07,5.993566,0.007446,0.005038,5.986120,0.001992,0.000188,0.000135
4.46687,358.10,5.980991,0.007407,0.005007,5.973584,0.001984,0.000188,0.000134
4.46727,358.13,5.968436,0.007369,0.004977,5.961068,0.001976,0.000187,0.000134
4.46767,358.16,5.955902,0.007331,0.004948,5.948571,0.001968,0.000187,0.000134
4.46807,358.20,5.943388,0.007293,0.004918,5.936095,0.001960,0.000187,0.000134
4.46847,358.23,5.930895,0.007255,0.004889,5.923639,0.001952,0.000187,0.000134
4.46887,358.26,5.918422,0.007218,0.004860,5.911203,0.001944,0.000186,0.000134
4.46927,358.29,5.905969,0.007181,0.004831,5.898788,0.001936,0.000186,0.000134
4.46967,358.32,5.893538,0.007145,0.004802,5.886393,0.001929,0.000186,0.000133
4.47007,358.36,5.881127,0.007108,0.004774,5.874018,0.001921,0.000186,0.000133
4.47047,358.39,5.868737,0.007073,0.004746,5.861664,0.001914,0.000186,0.000133
4.47087,358.42,5.856367,0.007037,0.004718,5.849330,0.001906,0.000185,0.000133
4.47127,358.45,5.844019,0.007001,0.004691,5.837018,0.001899,0.000185,0.000133
4.47167,358.49,5.831692,0.006966,0.004664,5.824725,0.001891,0.000185,0.000133
4.47207,358.52,5.819385,0.006932,0.004636,5.812454,0.001884,0.000185,0.000133
4.47247,358.55,5.807100,0.006897,0.004610,5.800203,0.001876,0.000184,0.000133
4.47287,358.58,5.794836,0.006863,0.004583,5.787974,0.001869,0.000184,0.000132
4.47327,358.61,5.782594,0.006829,0.004557,5.775765,0.001862,0.000184,0.000132
4.47367,358.65,5.770372,0.006795,0.004531,5.763577,0.001855,0.000184,0.000132
4.47407,358.68,5.758172,0.006762,0.004505,5.751411,0.001848,0.000184,0.000132
4.47447,358.71,5.745994,0.006728,0.004479,5.739265,0.001840,0.000183,0.000132
4.47487,358.74,5.733837,0.006695,0.004454,5.727141,0.001833,0.000183,0.000132
4.47527,358.77,5.721701,0.006663,0.004428,5.715038,0.001826,0.000183,0.000132
4.47567,358.81,5.709587,0.006630,0.004403,5.702957,0.001819,0.000183,0.000132
4.47607,358.84,5.697494,0.006598,0.004378,5.690896,0.001812,0.000183,0.000131
4.47647,358.87,5.685424,0.006566,0.004354,5.678857,0.001805,0.000182,0.000131
4.47687,358.90,5.673375,0.006535,0.004329,5.666840,0.001798,0.000182,0.000131
4.47727,358.93,5.661347,0.006503,0.004305,5.654844,0.001792,0.000182,0.000131
4.47767,358.97,5.649342,0.006472,0.004281,5.642870,0.001785,0.000182,0.000131
4.47807,359.00,5.637358,0.006441,0.004257,5.630917,0.001778,0.000181,0.000131
4.47847,359.03,5.625397,0.006410,0.004234,5.618986,0.001771,0.000181,0.000131
4.47887,359.06,5.613457,0.006380,0.004210,5.607077,0.001765,0.000181,0.000131
4.47927,359.09,5.601539,0.006350,0.004187,5.595189,0.001758,0.000181,0.000130
4.47967,359.13,5.589644,0.006320,0.004164,5.583324,0.001751,0.000181,0.000130
4.48007,359.16,5.577770,0.006290,0.004141,5.571480,0.001745,0.000180,0.000130
4.48047,359.19,5.565918,0.006260,0.004119,5.559658,0.001738,0.000180,0.000130
4.48087,359.22,5.554089,0.006231,0.004096,5.547858,0.001732,0.000180,0.000130
4.48127,359.25,5.542282,0.006202,0.004074,5.536080,0.001725,0.000180,0.000130
4.48167,359.29,5.530497,0.006173,0.004052,5.524324,0.001719,0.000180,0.000130
4.48207,359.32,5.518734,0.006144,0.004030,5.512590,0.001713,0.000179,0.000129
4.48247,359.35,5.506994,0.006116,0.004008,5.500878,0.001706,0.000179,0.000129
4.48287,359.38,5.495276,0.006088,0.003987,5.489188,0.001700,0.000179,0.000129
4.48327,359.42,5.483580,0.006060,0.003965,5.477520,0.001694,0.000179,0.000129
4.48367,359.45,5.471907,0.006032,0.003944,5.465875,0.001687,0.000179,0.000129
4.48407,359.48,5.460256,0.006004,0.003923,5.454252,0.001681,0.000178,0.000129
4.48447,359.51,5.448627,0.005977,0.003902,5.442651,0.001675,0.000178,0.000129
4.48487,359.54,5.437021,0.005950,0.003881,5.431072,0.001669,0.000178,0.000129
4.48527,359.58,5.425438,0.005923,0.003861,5.419515,0.001663,0.000178,0.000128
4.48567,359.61,5.413877,0.005896,0.003840,5.407981,0.001657,0.000178,0.000128
4.48607,359.64,5.402339,0.005869,0.003820,5.396470,0.001651,0.000177,0.000128
4.48647,359.67,5.390823,0.005843,0.003800,5.384980,0.001645,0.000177,0.000128
4.48687,359.70,5.379330,0.005817,0.003780,5.373513,0.001639,0.000177,0.000128
4.48727,359.74,5.367860,0.005791,0.003760,5.362069,0.001633,0.000177,0.000128
4.48767,359.77,5.356412,0.005765,0.003741,5.350647,0.001627,0.000177,0.000128
4.48807,359.80,5.344987,0.005739,0.003721,5.339248,0.001621,0.000176,0.000128
4.48847,359.83,5.333584,0.005714,0.003702,5.327871,0.001615,0.000176,0.000127
4.48887,359.86,5.322204,0.005688,0.003683,5.316516,0.001610,0.000176,0.000127
4.48927,359.90,5.310848,0.005663,0.003664,5.305184,0.001604,0.000176,0.000127
4.48967,359.93,5.299513,0.005638,0.003645,5.293875,0.001598,0.000176,0.000127
4.49007,359.96,5.288202,0.005613,0.003626,5.282589,0.001592,0.000175,0.000127
4.49047,359.99,5.276913,0.005589,0.003608,5.271324,0.001587,0.000175,0.000127
4.49087,360.02,5.265648,0.005564,0.003589,5.260083,0.001581,0.000175,0.000127
4.49127,360.06,5.254405,0.005540,0.003571,5.248864,0.001575,0.000175,0.000127
4.49167,360.09,5.243185,0.005516,0.003553,5.237668,0.001570,0.000175,0.000127
4.49207,360.12,5.231987,0.005492,0.003535,5.226495,0.001564,0.000174,0.000126
4.49247,360.15,5.220813,0.005469,0.003517,5.215344,0.001559,0.000174,0.000126
4.49287,360.18,5.209661,0.005445,0.003499,5.204217,0.001553,0.000174,0.000126
4.49327,360.22,5.198533,0.005422,0.003482,5.193111,0.001548,0.000174,0.000126
4.49367,360.25,5.187427,0.005398,0.003464,5.182029,0.001542,0.000174,0.000126
4.49407,360.28,5.176344,0.005375,0.003447,5.170969,0.001537,0.000173,0.000126
4.49447,360.31,5.165285,0.005352,0.003430,5.159932,0.001532,0.000173,0.000126
4.49487,360.35,5.154248,0.005330,0.003413,5.148918,0.001526,0.000173,0.000126
4.49527,360.38,5.143234,0.005307,0.003396,5.137927,0.001521,0.000173,0.000125
4.49567,360.41,5.132243,0.005284,0.003379,5.126958,0.001516,0.000173,0.000125
4.49607,360.44,5.121275,0.005262,0.003362,5.116013,0.001511,0.000172,0.000125
4.49647,360.47,5.110330,0.005240,0.003345,5.105090,0.001505,0.000172,0.000125
4.49687,360.51,5.099408,0.005218,0.003329,5.094190,0.001500,0.000172,0.000125
4.49727,360.54,5.088509,0.005196,0.003313,5.083312,0.001495,0.000172,0.000125
4.49767,360.57,5.077632,0.005174,0.003296,5.072458,0.001490,0.000172,0.000125
4.49807,360.60,5.066779,0.005153,0.003280,5.061626,0.001485,0.000171,0.000125
4.49847,360.63,5.055949,0.005131,0.003264,5.050818,0.001480,0.000171,0.000124
4.49887,360.67,5.045142,0.005110,0.003248,5.040032,0.001475,0.000171,0.000124
4.49927,360.70,5.034358,0.005089,0.003233,5.029269,0.001470,0.000171,0.000124
4.49967,360.73,5.023597,0.005068,0.003217,5.018528,0.001465,0.000171,0.000124
4.50008,360.76,5.012858,0.005047,0.003202,5.007811,0.001460,0.000170,0.000124
4.50048,360.79,5.002143,0.005027,0.003186,4.997117,0.001455,0.000170,0.000124
4.50088,360.83,4.991451,0.005006,0.003171,4.986445,0.001450,0.000170,0.000124
4.50128,360.86,4.980782,0.004986,0.003156,4.975796,0.001445,0.000170,0.000124
4.50168,360.89,4.970135,0.004965,0.003141,4.965170,0.001440,0.000170,0.000124
4.50208,360.92,4.959512,0.004945,0.003126,4.954567,0.001435,0.000170,0.000123
4.50248,360.95,4.948912,0.004925,0.003111,4.943987,0.001430,0.000169,0.000123
4.50288,360.99,4.938335,0.004905,0.003096,4.933429,0.001425,0.000169,0.000123
4.50328,361.02,4.927780,0.004885,0.003081,4.922895,0.001421,0.000169,0.000123
4.50368,361.05,4.917249,0.004866,0.003067,4.912383,0.001416,0.000169,0.000123
4.50408,361.08,4.906740,0.004846,0.003052,4.901894,0.001411,0.000169,0.000123
4.50448,361.11,4.896255,0.004827,0.003038,4.891428,0.001406,0.000168,0.000123
4.50488,361.15,4.885792,0.004808,0.003024,4.880985,0.001402,0.000168,0.000123
4.50528,361.18,4.875353,0.004788,0.003010,4.870564,0.001397,0.000168,0.000122
4.50568,361.21,4.864936,0.004769,0.002996,4.860167,0.001392,0.000168,0.000122
4.50608,361.24,4.854542,0.004751,0.002982,4.849792,0.001388,0.000168,0.000122
4.50648,361.28,4.844172,0.004732,0.002968,4.839440,0.001383,0.000167,0.000122
4.50688,361.31,4.833824,0.004713,0.002954,4.829111,0.001379,0.000167,0.000122
4.50728,361.34,4.823499,0.004695,0.002940,4.818804,0.001374,0.000167,0.000122
4.50768,361.37,4.813197,0.004676,0.002927,4.808520,0.001370,0.000167,0.000122
4.50808,361.40,4.802917,0.004658,0.002913,4.798259,0.001365,0.000167,0.000122
4.50848,361.44,4.792661,0.004640,0.002900,4.788021,0.001361,0.000167,0.000122
4.50888,361.47,4.782427,0.004622,0.002887,4.777806,0.001356,0.000166,0.000121
4.50928,361.50,4.772217,0.004604,0.002873,4.767613,0.001352,0.000166,0.000121
4.50968,361.53,4.762029,0.004586,0.002860,4.757443,0.001347,0.000166,0.000121
4.51008,361.56,4.751864,0.004568,0.002847,4.747295,0.001343,0.000166,0.000121
4.51048,361.60,4.741721,0.004550,0.002834,4.737171,0.001339,0.000166,0.000121
4.51088,361.63,4.731602,0.004533,0.002822,4.727069,0.001334,0.000165,0.000121
4.51128,361.66,4.721505,0.004516,0.002809,4.716989,0.001330,0.000165,0.000121
4.51168,361.69,4.711431,0.004498,0.002796,4.706933,0.001326,0.000165,0.000121
4.51208,361.72,4.701380,0.004481,0.002784,4.696899,0.001321,0.000165,0.000121
4.51248,361.76,4.691351,0.004464,0.002771,4.686887,0.001317,0.000165,0.000120
4.51288,361.79,4.681345,0.004447,0.002759,4.676898,0.001313,0.000165,0.000120
4.51328,361.82,4.671362,0.004430,0.002746,4.666932,0.001309,0.000164,0.000120
4.51368,361.85,4.661402,0.004413,0.002734,4.656988,0.001305,0.000164,0.000120
4.51408,361.88,4.651464,0.004397,0.002722,4.647067,0.001300,0.000164,0.000120
4.51448,361.92,4.641548,0.004380,0.002710,4.637168,0.001296,0.000164,0.000120
4.51488,361.95,4.631656,0.004364,0.002698,4.627292,0.001292,0.000164,0.000120
4.51528,361.98,4.621786,0.004347,0.002686,4.617438,0.001288,0.000163,0.000120
4.51568,362.01,4.611938,0.004331,0.002674,4.607607,0.001284,0.000163,0.000120
4.51608,362.04,4.602113,0.004315,0.002662,4.597798,0.001280,0.000163,0.000119
4.51648,362.08,4.592311,0.004299,0.002651,4.588012,0.001276,0.000163,0.000119
4.51688,362.11,4.582531,0.004283,0.002639,4.578248,0.001272,0.000163,0.000119
4.51728,362.14,4.572774,0.004267,0.002627,4.568507,0.001268,0.000163,0.000119
4.51768,362.17,4.563039,0.004251,0.002616,4.558787,0.001264,0.000162,0.000119
4.51808,362.21,4.553326,0.004236,0.002605,4.549091,0.001260,0.000162,0.000119
4.51848,362.24,4.543636,0.004220,0.002593,4.539416,0.001256,0.000162,0.000119
4.51888,362.27,4.533968,0.004205,0.002582,4.529764,0.001252,0.000162,0.000119
4.51928,362.30,4.524323,0.004189,0.002571,4.520134,0.001248,0.000162,0.000119
4.51968,362.33,4.514700,0.004174,0.002560,4.510526,0.001244,0.000161,0.000118
4.52008,362.37,4.505100,0.004159,0.002549,4.500941,0.001240,0.000161,0.000118
4.52048,362.40,4.495521,0.004143,0.002538,4.491378,0.001236,0.000161,0.000118
4.52088,362.43,4.485965,0.004128,0.002527,4.481837,0.001232,0.000161,0.000118
4.52128,362.46,4.476432,0.004113,0.002516,4.472318,0.001229,0.000161,0.000118
4.52168,362.49,4.466920,0.004099,0.002505,4.462821,0.001225,0.000161,0.000118
4.52208,362.53,4.457431,0.004084,0.002495,4.453347,0.001221,0.000160,0.000118
4.52248,362.56,4.447964,0.004069,0.002484,4.443894,0.001217,0.000160,0.000118
4.52288,362.59,4.438518,0.004055,0.002473,4.434464,0.001214,0.000160,0.000118
4.52328,362.62,4.429096,0.004040,0.002463,4.425056,0.001210,0.000160,0.000117
4.52368,362.65,4.419695,0.004026,0.002453,4.415669,0.001206,0.000160,0.000117
4.52408,362.69,4.410316,0.004011,0.002442,4.406305,0.001202,0.000160,0.000117
4.52448,362.72,4.400959,0.003997,0.002432,4.396962,0.001199,0.000159,0.000117
4.52488,362.75,4.391625,0.003983,0.002422,4.387642,0.001195,0.000159,0.000117
4.52528,362.78,4.382312,0.003969,0.002412,4.378343,0.001191,0.000159,0.000117
4.52568,362.81,4.373021,0.003955,0.002402,4.369067,0.001188,0.000159,0.000117
4.52608,362.85,4.363753,0.003941,0.002392,4.359812,0.001184,0.000159,0.000117
4.52648,362.88,4.354506,0.003927,0.002382,4.350579,0.001181,0.000159,0.000117
4.52688,362.91,4.345281,0.003913,0.002372,4.341368,0.001177,0.000158,0.000116
4.52728,362.94,4.336078,0.003899,0.002362,4.332178,0.001173,0.000158,0.000116
4.52768,362.97,4.326896,0.003886,0.002352,4.323011,0.001170,0.000158,0.000116
4.52808,363.01,4.317737,0.003872,0.002342,4.313865,0.001166,0.000158,0.000116
4.52848,363.04,4.308599,0.003859,0.002333,4.304740,0.001163,0.000158,0.000116
4.52888,363.07,4.299483,0.003845,0.002323,4.295638,0.001159,0.000157,0.000116
4.52928,363.10,4.290389,0.003832,0.002314,4.286557,0.001156,0.000157,0.000116
4.52968,363.14,4.281316,0.003819,0.002304,4.277497,0.001152,0.000157,0.000116
4.53008,363.17,4.272265,0.003806,0.002295,4.268459,0.001149,0.000157,0.000116
4.53048,363.20,4.263235,0.003793,0.002285,4.259443,0.001146,0.000157,0.000115
4.53088,363.23,4.254228,0.003779,0.002276,4.250448,0.001142,0.000157,0.000115
4.53128,363.26,4.245241,0.003767,0.002267,4.241475,0.001139,0.000156,0.000115
4.53168,363.30,4.236276,0.003754,0.002258,4.232523,0.001135,0.000156,0.000115
4.53208,363.33,4.227333,0.003741,0.002248,4.223592,0.001132,0.000156,0.000115
4.53248,363.36,4.218411,0.003728,0.002239,4.214683,0.001129,0.000156,0.000115
4.53288,363.39,4.209510,0.003715,0.002230,4.205795,0.001125,0.000156,0.000115
4.53328,363.42,4.200631,0.003703,0.002221,4.196928,0.001122,0.000156,0.000115
4.53368,363.46,4.191774,0.003690,0.002212,4.188083,0.001119,0.000155,0.000115
4.53408,363.49,4.182937,0.003678,0.002204,4.179259,0.001115,0.000155,0.000115
4.53448,363.52,4.174122,0.003665,0.002195,4.170456,0.001112,0.000155,0.000114
4.53488,363.55,4.165328,0.003653,0.002186,4.161675,0.001109,0.000155,0.000114
4.53528,363.58,4.156555,0.003641,0.002177,4.152914,0.001106,0.000155,0.000114
4.53568,363.62,4.147803,0.003629,0.002169,4.144175,0.001102,0.000155,0.000114
4.53608,363.65,4.139073,0.003617,0.002160,4.135456,0.001099,0.000154,0.000114
4.53648,363.68,4.130364,0.003605,0.002151,4.126759,0.001096,0.000154,0.000114
4.53688,363.71,4.121675,0.003593,0.002143,4.118083,0.001093,0.000154,0.000114
4.53728,363.74,4.113008,0.003581,0.002135,4.109427,0.001089,0.000154,0.000114
4.53768,363.78,4.104362,0.003569,0.002126,4.100793,0.001086,0.000154,0.000114
4.53808,363.81,4.095737,0.003557,0.002118,4.092180,0.001083,0.000154,0.000114
4.53848,363.84,4.087132,0.003545,0.002109,4.083587,0.001080,0.000153,0.000113
4.53888,363.87,4.078549,0.003534,0.002101,4.075015,0.001077,0.000153,0.000113
4.53928,363.90,4.069986,0.003522,0.002093,4.066464,0.001074,0.000153,0.000113
4.53968,363.94,4.061444,0.003510,0.002085,4.057934,0.001071,0.000153,0.000113
4.54008,363.97,4.052923,0.003499,0.002077,4.049424,0.001068,0.000153,0.000113
4.54048,364.00,4.044423,0.003487,0.002069,4.040936,0.001065,0.000153,0.000113
4.54088,364.03,4.035944,0.003476,0.002061,4.032467,0.001062,0.000153,0.000113
4.54128,364.06,4.027485,0.003465,0.002053,4.024020,0.001058,0.000152,0.000113
4.54168,364.10,4.019046,0.003454,0.002045,4.015593,0.001055,0.000152,0.000113
4.54208,364.13,4.010629,0.003442,0.002037,4.007186,0.001052,0.000152,0.000112
4.54248,364.16,4.002232,0.003431,0.002029,3.998800,0.001049,0.000152,0.000112
4.54288,364.19,3.993855,0.003420,0.002021,3.990435,0.001046,0.000152,0.000112
4.54328,364.23,3.985499,0.003409,0.002014,3.982090,0.001043,0.000152,0.000112
4.54368,364.26,3.977164,0.003398,0.002006,3.973765,0.001040,0.000151,0.000112
4.54408,364.29,3.968848,0.003387,0.001998,3.965461,0.001038,0.000151,0.000112
4.54448,364.32,3.960554,0.003377,0.001991,3.957177,0.001035,0.000151,0.000112
4.54488,364.35,3.952279,0.003366,0.001983,3.948913,0.001032,0.000151,0.000112
4.54528,364.39,3.944025,0.003355,0.001976,3.940670,0.001029,0.000151,0.000112
4.54568,364.42,3.935791,0.003344,0.001968,3.932447,0.001026,0.000151,0.000112
4.54608,364.45,3.927578,0.003334,0.001961,3.924244,0.001023,0.000150,0.000111
4.54648,364.48,3.919384,0.003323,0.001953,3.916061,0.001020,0.000150,0.000111
4.54688,364.51,3.911211,0.003313,0.001946,3.907898,0.001017,0.000150,0.000111
4.54728,364.55,3.903058,0.003302,0.001939,3.899755,0.001014,0.000150,0.000111
4.54768,364.58,3.894924,0.003292,0.001931,3.891633,0.001012,0.000150,0.000111
4.54808,364.61,3.886811,0.003281,0.001924,3.883530,0.001009,0.000150,0.000111
4.54848,364.64,3.878718,0.003271,0.001917,3.875447,0.001006,0.000149,0.000111
4.54888,364.67,3.870645,0.003261,0.001910,3.867384,0.001003,0.000149,0.000111
4.54928,364.71,3.862592,0.003251,0.001903,3.859341,0.001000,0.000149,0.000111
4.54968,364.74,3.854559,0.003241,0.001896,3.851318,0.000998,0.000149,0.000111
4.55008,364.77,3.846545,0.003231,0.001888,3.843314,0.000995,0.000149,0.000110
4.55048,364.80,3.838551,0.003221,0.001882,3.835331,0.000992,0.000149,0.000110
4.55088,364.83,3.830577,0.003211,0.001875,3.827367,0.000989,0.000149,0.000110
4.55128,364.87,3.822623,0.003201,0.001868,3.819423,0.000987,0.000148,0.000110
4.55168,364.90,3.814689,0.003191,0.001861,3.811498,0.000984,0.000148,0.000110
4.55208,364.93,3.806774,0.003181,0.001854,3.803593,0.000981,0.000148,0.000110
4.55248,364.96,3.798878,0.003171,0.001847,3.795707,0.000978,0.000148,0.000110
4.55288,364.99,3.791003,0.003161,0.001840,3.787841,0.000976,0.000148,0.000110
4.55328,365.03,3.783146,0.003152,0.001834,3.779995,0.000973,0.000148,0.000110
4.55368,365.06,3.775310,0.003142,0.001827,3.772168,0.000970,0.000147,0.000110
